CUSTOMER_ID,x_customer_id,y_customer_id
7894622031164826,7.600289463660703,92.48601554759082
0065009550197454,97.64780766454454,36.539666205520625
5381378528001886,98.64381166637682,46.5377926185503
0344044685095332,2.814297713670022,57.194127386969825
5281794686066290,49.17449566180927,88.87928963690209
3877559703979012,93.96351656136812,93.473984243708
2687683095031651,3.494267674998164,20.1003331738156
9859032289052551,63.2520400997309,72.78160001395163
4028422346041591,84.59160950627665,73.08483221328656
6015050944352258,92.7463023407386,25.365021942799505
5603159011368091,42.35542028569883,36.72496346327937
7643634489715815,13.712871678366456,61.934361078537215
5329530204335062,84.52648940684888,89.48866632506106
4783417255349171,90.12072494278283,57.3856686839882
1087538383306540,71.82724679426316,69.79472030517417
4269049903874083,96.9190222577186,89.0663411583256
3605718622493081,58.029861259904045,60.5803809286803
6571703484206104,39.62177436827549,73.52316838086278
9751288713272089,28.37483697169879,71.75537163322578
2222725238610749,85.80082187856972,31.663331717021713
2874700533308760,7.6365834488618445,42.51852204743531
1359637913406250,29.216053633442385,35.708777266798734
9439265038579239,77.68802469458915,0.2578193357636649
5805576652697206,98.37321164514454,55.21080745407705
7497589319122379,23.199153212390478,18.91673845921882
9067066327079511,46.15472151138618,91.85566995894787
7032567353651427,70.02796070534318,71.04856400496664
3756455479342599,93.97545849567092,88.20380310267505
7372775278590596,34.64481279254555,96.97302911285584
7363361382694000,35.41938356967722,65.73038019821854
8966124173591112,70.24955644591338,89.98494453759857
8606035493106884,43.20182765331979,81.8146769973469
1258477586367121,46.31423839693154,91.53100932867171
2340362983520419,17.377702076231582,82.78164225927323
0788247085599276,28.851545262171285,1.0184999111731652
4509533473323383,42.17716225838684,87.34162569040022
7564393643101817,23.192162545746122,24.86399895087438
8555088714857424,75.57357305579873,34.04379551916888
4695895020872210,32.24880985981997,47.40766570759377
4570391555794860,48.226013048939286,56.31288318236237
9815604935131556,76.51117501659691,36.04437100754539
7343171677904554,11.650718553444573,85.34835282976691
7341296443103408,61.71293317117927,43.118452236098626
3627193033414233,80.98075425336926,5.61673371864363
7468186078421644,93.76174692138059,77.01772944910542
8893126025612757,46.04069078816424,39.23066309631419
6755872715370967,63.28853196107076,26.646127617938287
